T	V	I_na	I_CaL	I_CaT	I_t	I_ss	I_f	I_k1	I_b	I_NaK	I_NCX	I_CaP	I_stim	I_f_K	I_f_Na	I_b_Na	I_b_Ca	I_b_K
0.761	-12.7533	-2.96698e-08	-0.457049	0.168714	0.0369142	0.29961	0.00440714	0.00174888	0.000284872	0.000276983	7.32625e-05	0.00073224	0	3.05863e-05	-8.55059e-06	-0.00208436	-0.000839736	0.00320897
0.762	-14.4305	-3.7867e-08	-0.434453	0.158613	0.0335706	0.290012	0.00421808	0.00177803	0.000144784	0.000275829	6.93251e-05	0.000732359	0	2.98141e-05	-8.72366e-06	-0.00212918	-0.000857849	0.00313181
0.763	-16.0863	-4.87053e-08	-0.412209	0.148676	0.0304799	0.280563	0.0040321	0.00180896	6.47913e-06	0.000274636	6.55046e-05	0.000732473	0	2.90551e-05	-8.8946e-06	-0.00217342	-0.000875733	0.00305563
0.764	-17.742	-6.3336e-08	-0.389032	0.138777	0.0276297	0.271185	0.00384681	0.00184232	-0.000131812	0.000273385	6.17474e-05	0.000732582	0	2.82998e-05	-9.0657e-06	-0.00221766	-0.000893614	0.00297946
0.765	-19.4619	-8.3846e-08	-0.362416	0.128541	0.024987	0.261619	0.00365515	0.00187991	-0.000275467	0.000272023	5.79074e-05	0.000732684	0	2.75198e-05	-9.24401e-06	-0.00226362	-0.000912189	0.00290034
0.766	-21.3823	-1.1447e-07	-0.327901	0.117173	0.0224935	0.251316	0.00344225	0.00192588	-0.000435865	0.000270421	5.36913e-05	0.000732778	0	2.66557e-05	-9.4444e-06	-0.00231493	-0.000932929	0.00281199
0.767	-23.763	-1.64746e-07	-0.277453	0.103166	0.0200592	0.239233	0.00317985	0.00198951	-0.00063471	0.000268312	4.85616e-05	0.00073286	0	2.55945e-05	-9.6952e-06	-0.00237854	-0.000958641	0.00270247
0.768	-27.0658	-2.57931e-07	-0.199078	0.0838487	0.0175598	0.223535	0.00281782	0.00209176	-0.000910567	0.000265144	4.16051e-05	0.000732922	0	2.41358e-05	-1.00467e-05	-0.00246679	-0.000994311	0.00255054
0.769	-31.8127	-4.44754e-07	-0.0972621	0.0562083	0.0149184	0.20218	0.0022996	0.00227154	-0.00130703	0.000260053	3.18818e-05	0.000732955	0	2.20539e-05	-1.05558e-05	-0.00259363	-0.00104558	0.00233217
0.77	-37.5254	-7.523e-07	-0.0297169	0.023038	0.0123682	0.177075	0.00167736	0.00254379	-0.00178416	0.000252997	2.05089e-05	0.000732963	0	1.95574e-05	-1.11706e-05	-0.00274627	-0.00110727	0.00206938
0.771	-42.671	-9.21344e-07	-0.00955459	-0.00678148	0.0101519	0.154132	0.00111758	0.00283533	-0.00221393	0.000245684	1.04698e-05	0.000732967	0	1.7312e-05	-1.17242e-05	-0.00288376	-0.00116285	0.00183268
0.772	-46.6369	-7.88298e-07	-0.00416318	-0.0297247	0.00806937	0.13556	0.000686459	0.00307535	-0.00254517	0.000239381	2.80267e-06	0.000732977	0	1.55823e-05	-1.21501e-05	-0.00298973	-0.00120568	0.00165025
0.773	-49.5262	-6.37825e-07	-0.00232117	-0.0464083	0.00609174	0.120869	0.000372585	0.00324611	-0.00278648	0.000234407	-2.77168e-06	0.000732994	0	1.43223e-05	-1.24593e-05	-0.00306693	-0.00123688	0.00151734
0.774	-51.5612	-5.57506e-07	-0.00156123	-0.0581338	0.00439743	0.109207	0.000151629	0.0033575	-0.00295644	0.000230706	-6.70294e-06	0.000733017	0	1.34342e-05	-1.26761e-05	-0.00312131	-0.00125886	0.00142372
0.775	-52.9469	-5.43059e-07	-0.00121013	-0.0660951	0.00310248	0.0998437	1.2557e-06	0.0034263	-0.00307218	0.000228092	-9.38614e-06	0.000733043	0	1.28289e-05	-1.28226e-05	-0.00315833	-0.00127383	0.00135998
0.776	-53.849	-5.82225e-07	-0.00104175	-0.0712564	0.00220142	0.0922163	-9.65835e-05	0.00346705	-0.00314753	0.00022635	-1.11374e-05	0.000733073	0	1.24338e-05	-1.29167e-05	-0.00318244	-0.00128357	0.00131848
0.777	-54.3952	-6.7111e-07	-0.000967589	-0.0743593	0.00161863	0.0859037	-0.000155779	0.00348991	-0.00319315	0.000225279	-1.22005e-05	0.000733104	0	1.21935e-05	-1.29724e-05	-0.00319703	-0.00128947	0.00129335
0.778	-54.6813	-8.13318e-07	-0.000948648	-0.07596	0.00126362	0.0805959	-0.000186758	0.00350129	-0.00321705	0.000224713	-1.27595e-05	0.000733136	0	1.2066e-05	-1.29998e-05	-0.00320467	-0.00129256	0.00128018
0.779	-54.7786	-1.01787e-06	-0.000966015	-0.076471	0.00106013	0.0760651	-0.000197253	0.00350506	-0.00322518	0.00022452	-1.29517e-05	0.000733169	0	1.20206e-05	-1.30069e-05	-0.00320727	-0.00129361	0.00127571
0.78	-54.7396	-1.29788e-06	-0.00100977	-0.076197	0.000953518	0.0721433	-0.000192977	0.00350356	-0.00322192	0.000224598	-1.28789e-05	0.000733201	0	1.20342e-05	-1.29991e-05	-0.00320623	-0.00129319	0.0012775
0.781	-54.6032	-1.66966e-06	-0.00107435	-0.0753628	0.000908027	0.0687054	-0.000178152	0.00349823	-0.00321053	0.000224868	-1.26167e-05	0.000733234	0	1.20901e-05	-1.29808e-05	-0.00320258	-0.00129171	0.00128377
0.782	-54.3981	-2.15202e-06	-0.00115641	-0.074135	0.000901405	0.0656573	-0.000155903	0.00349004	-0.0031934	0.000225274	-1.22213e-05	0.000733266	0	1.21755e-05	-1.29551e-05	-0.0031971	-0.0012895	0.0012932
0.783	-54.1458	-2.76551e-06	-0.00125378	-0.0726371	0.000920156	0.0629272	-0.00012855	0.00347966	-0.00317233	0.00022577	-1.17341e-05	0.000733297	0	1.22814e-05	-1.29242e-05	-0.00319036	-0.00128677	0.00130481
0.784	-53.862	-3.53159e-06	-0.00136498	-0.0709605	0.000956158	0.0604601	-9.78116e-05	0.00346763	-0.00314863	0.000226325	-1.11862e-05	0.000733328	0	1.24008e-05	-1.28898e-05	-0.00318278	-0.00128371	0.00131786
0.785	-53.5586	-4.47176e-06	-0.00148888	-0.0691731	0.0010045	0.058213	-6.49655e-05	0.00345434	-0.00312329	0.000226915	-1.06004e-05	0.000733358	0	1.25285e-05	-1.28534e-05	-0.00317467	-0.00128043	0.00133181
0.786	-53.2443	-5.60666e-06	-0.00162455	-0.067325	0.00106215	0.0561521	-3.09544e-05	0.00344014	-0.00309704	0.000227523	-9.9936e-06	0.000733388	0	1.26609e-05	-1.28157e-05	-0.00316627	-0.00127704	0.00134627
0.787	-52.9254	-6.95522e-06	-0.00177119	-0.065453	0.0011272	0.0542507	3.52864e-06	0.00342531	-0.00307041	0.000228135	-9.37826e-06	0.000733417	0	1.27951e-05	-1.27774e-05	-0.00315775	-0.00127359	0.00136094
0.788	-52.6067	-8.53391e-06	-0.0019281	-0.0635839	0.0011984	0.0524872	3.79788e-05	0.00341008	-0.00304379	0.000228743	-8.76339e-06	0.000733445	0	1.29291e-05	-1.27392e-05	-0.00314923	-0.00127015	0.0013756
0.789	-52.2914	-1.03561e-05	-0.00209459	-0.0617368	0.00127488	0.0508441	7.20332e-05	0.00339464	-0.00301745	0.00022934	-8.15545e-06	0.000733472	0	1.30615e-05	-1.27013e-05	-0.00314081	-0.00126675	0.0013901
0.79	-51.9819	-1.24318e-05	-0.00227004	-0.0599253	0.00135603	0.0493073	0.000105436	0.00337913	-0.00299161	0.000229923	-7.55901e-06	0.000733499	0	1.31912e-05	-1.2664e-05	-0.00313254	-0.0012634	0.00140433
0.791	-51.6799	-1.47669e-05	-0.00245383	-0.0581587	0.00144136	0.0478648	0.000138011	0.00336369	-0.00296639	0.000230487	-6.97718e-06	0.000733525	0	1.33175e-05	-1.26275e-05	-0.00312447	-0.00126014	0.00141822
0.792	-51.3865	-1.73637e-05	-0.00264541	-0.0564431	0.00153049	0.0465069	0.000169643	0.00334841	-0.00294188	0.000231033	-6.412e-06	0.00073355	0	1.34401e-05	-1.25919e-05	-0.00311663	-0.00125697	0.00143172
0.793	-51.1023	-2.02206e-05	-0.00284422	-0.054782	0.0016231	0.0452252	0.000200261	0.00333337	-0.00291814	0.000231558	-5.86471e-06	0.000733575	0	1.35585e-05	-1.25572e-05	-0.00310903	-0.0012539	0.00144479
0.794	-50.8276	-2.33324e-05	-0.00304974	-0.0531774	0.0017189	0.0440128	0.00022983	0.00331861	-0.0028952	0.000232062	-5.33596e-06	0.000733599	0	1.36727e-05	-1.25236e-05	-0.00310169	-0.00125094	0.00145743
0.795	-50.5626	-2.66904e-05	-0.0032615	-0.05163	0.00181762	0.0428636	0.000258336	0.00330418	-0.00287307	0.000232546	-4.82595e-06	0.000733622	0	1.37826e-05	-1.24909e-05	-0.00309461	-0.00124808	0.00146962
0.796	-50.3072	-3.0283e-05	-0.00347903	-0.0501392	0.00191904	0.0417723	0.000285785	0.00329011	-0.00285174	0.000233009	-4.33458e-06	0.000733645	0	1.38882e-05	-1.24593e-05	-0.00308779	-0.00124532	0.00148136
0.797	-50.0612	-3.40959e-05	-0.00370191	-0.0487042	0.00202292	0.0407345	0.000312195	0.00327642	-0.0028312	0.000233453	-3.86151e-06	0.000733668	0	1.39897e-05	-1.24287e-05	-0.00308122	-0.00124266	0.00149268
0.798	-49.8245	-3.81126e-05	-0.00392976	-0.0473235	0.00212905	0.0397461	0.000337594	0.00326311	-0.00281143	0.000233878	-3.40625e-06	0.000733689	0	1.4087e-05	-1.23991e-05	-0.00307489	-0.00124011	0.00150356
0.799	-49.5967	-4.23149e-05	-0.00416219	-0.0459951	0.00223723	0.0388037	0.000362015	0.0032502	-0.00279241	0.000234285	-2.96822e-06	0.000733711	0	1.41804e-05	-1.23704e-05	-0.0030688	-0.00123764	0.00151404
0.8	-49.3775	-4.6683e-05	-0.00439889	-0.0447173	0.00234726	0.0379041	0.000385494	0.00323767	-0.0027741	0.000234674	-2.54675e-06	0.000733732	0	1.427e-05	-1.23426e-05	-0.00306294	-0.00123528	0.00152412
0.801	-49.1665	-5.11963e-05	-0.00463953	-0.0434877	0.00245895	0.0370445	0.000408071	0.00322554	-0.00275648	0.000235048	-2.14114e-06	0.000733752	0	1.4356e-05	-1.23156e-05	-0.00305731	-0.001233	0.00153383
0.802	-48.9634	-5.58335e-05	-0.00488384	-0.0423043	0.00257213	0.0362224	0.000429786	0.00321378	-0.00273951	0.000235405	-1.75068e-06	0.000733773	0	1.44384e-05	-1.22895e-05	-0.00305188	-0.0012308	0.00154317
0.803	-48.7677	-6.05728e-05	-0.00513155	-0.041165	0.00268662	0.0354355	0.000450679	0.0032024	-0.00272317	0.000235748	-1.37466e-06	0.000733792	0	1.45176e-05	-1.22642e-05	-0.00304665	-0.00122869	0.00155217
0.804	-48.5792	-6.53927e-05	-0.00538242	-0.0400674	0.00280226	0.0346818	0.00047079	0.00319137	-0.00270743	0.000236077	-1.01236e-06	0.000733812	0	1.45936e-05	-1.22396e-05	-0.00304161	-0.00122666	0.00156084
0.805	-48.3974	-7.02716e-05	-0.00563625	-0.0390097	0.00291889	0.0339593	0.000490158	0.0031807	-0.00269225	0.000236393	-6.63108e-07	0.000733831	0	1.46666e-05	-1.22158e-05	-0.00303676	-0.00122469	0.0015692
0.806	-48.2221	-7.51884e-05	-0.00589283	-0.0379898	0.00303635	0.0332664	0.000508821	0.00317036	-0.0026776	0.000236697	-3.26231e-07	0.00073385	0	1.47367e-05	-1.21926e-05	-0.00303207	-0.0012228	0.00157726
0.807	-48.0529	-8.01229e-05	-0.00615197	-0.0370057	0.00315451	0.0326015	0.000526813	0.00316034	-0.00266347	0.000236989	-1.09259e-09	0.000733868	0	1.48041e-05	-1.21701e-05	-0.00302755	-0.00122097	0.00158505
0.808	-47.8895	-8.50552e-05	-0.00641353	-0.0360555	0.00327323	0.031963	0.00054417	0.00315064	-0.00264982	0.000237269	3.12918e-07	0.000733886	0	1.4869e-05	-1.21482e-05	-0.00302318	-0.00121921	0.00159256
0.809	-47.7315	-8.99667e-05	-0.00667734	-0.0351377	0.00339236	0.0313498	0.000560926	0.00314123	-0.00263663	0.00023754	6.16381e-07	0.000733904	0	1.49314e-05	-1.21268e-05	-0.00301896	-0.0012175	0.00159983
0.81	-47.5787	-9.48395e-05	-0.00694329	-0.0342503	0.0035118	0.0307604	0.00057711	0.00313211	-0.00262387	0.0002378	9.0985e-07	0.000733922	0	1.49916e-05	-1.2106e-05	-0.00301488	-0.00121585	0.00160686
0.811	-47.4309	-9.96571e-05	-0.00721123	-0.033392	0.00363142	0.0301937	0.000592752	0.00312326	-0.00261153	0.000238052	1.19385e-06	0.000733939	0	1.50495e-05	-1.20857e-05	-0.00301093	-0.00121425	0.00161365
0.812	-47.2878	-0.000104404	-0.00748108	-0.0325611	0.00375111	0.0296488	0.000607882	0.00311468	-0.00259957	0.000238294	1.46887e-06	0.000733956	0	1.51053e-05	-1.20659e-05	-0.0030071	-0.00121271	0.00162024
0.813	-47.149	-0.000109066	-0.00775272	-0.0317563	0.00387075	0.0291244	0.000622524	0.00310634	-0.00258798	0.000238528	1.73538e-06	0.000733973	0	1.51592e-05	-1.20466e-05	-0.00300339	-0.00121121	0.00162662
0.814	-47.0145	-0.000113629	-0.00802608	-0.0309762	0.00399027	0.0286198	0.000636705	0.00309824	-0.00257675	0.000238755	1.99383e-06	0.000733989	0	1.52112e-05	-1.20277e-05	-0.0029998	-0.00120976	0.00163281
0.815	-46.8839	-0.000118082	-0.00830108	-0.0302195	0.00410955	0.0281339	0.000650447	0.00309037	-0.00256584	0.000238974	2.24462e-06	0.000734006	0	1.52615e-05	-1.20092e-05	-0.00299631	-0.00120835	0.00163881
0.816	-46.7571	-0.000122414	-0.00857764	-0.0294851	0.00422851	0.0276661	0.000663774	0.00308272	-0.00255525	0.000239186	2.48817e-06	0.000734022	0	1.531e-05	-1.19911e-05	-0.00299292	-0.00120698	0.00164464
0.817	-46.6339	-0.000126615	-0.00885572	-0.0287719	0.00434707	0.0272154	0.000676706	0.00307527	-0.00254497	0.000239392	2.72483e-06	0.000734038	0	1.5357e-05	-1.19734e-05	-0.00298963	-0.00120565	0.00165031
0.818	-46.5141	-0.000130677	-0.00913525	-0.0280787	0.00446516	0.0267813	0.000689264	0.00306803	-0.00253496	0.000239591	2.95497e-06	0.000734054	0	1.54024e-05	-1.19561e-05	-0.00298643	-0.00120435	0.00165582
0.819	-46.3976	-0.000134593	-0.00941619	-0.0274045	0.00458269	0.0263629	0.000701466	0.00306097	-0.00252522	0.000239785	3.1789e-06	0.00073407	0	1.54464e-05	-1.19391e-05	-0.00298331	-0.00120309	0.00166118
0.82	-46.2841	-0.000138356	-0.00969852	-0.0267485	0.00469961	0.0259596	0.00071333	0.00305409	-0.00251574	0.000239972	3.39696e-06	0.000734085	0	1.5489e-05	-1.19224e-05	-0.00298028	-0.00120187	0.0016664
0.821	-46.1735	-0.000141962	-0.0099822	-0.0261097	0.00481584	0.0255708	0.000724872	0.00304738	-0.00250651	0.000240155	3.60943e-06	0.000734101	0	1.55303e-05	-1.1906e-05	-0.00297732	-0.00120067	0.00167149
0.822	-46.0656	-0.000145405	-0.0102672	-0.0254872	0.00493134	0.025196	0.00073611	0.00304084	-0.0024975	0.000240333	3.81661e-06	0.000734116	0	1.55704e-05	-1.18899e-05	-0.00297444	-0.00119951	0.00167645
0.823	-45.9604	-0.000148683	-0.0105535	-0.0248802	0.00504605	0.0248345	0.000747058	0.00303445	-0.00248871	0.000240505	4.01874e-06	0.000734131	0	1.56093e-05	-1.1874e-05	-0.00297163	-0.00119837	0.00168129
0.824	-45.8577	-0.000151793	-0.0108411	-0.0242881	0.00515992	0.0244859	0.000757731	0.00302822	-0.00248013	0.000240674	4.2161e-06	0.000734146	0	1.56471e-05	-1.18584e-05	-0.00296888	-0.00119726	0.00168601
0.825	-45.7573	-0.000154734	-0.0111301	-0.0237099	0.00527291	0.0241496	0.000768141	0.00302212	-0.00247175	0.000240838	4.40891e-06	0.000734161	0	1.56838e-05	-1.18431e-05	-0.0029662	-0.00119618	0.00169063
0.826	-45.6592	-0.000157505	-0.0114203	-0.0231452	0.00538498	0.0238253	0.000778303	0.00301616	-0.00246356	0.000240998	4.59742e-06	0.000734175	0	1.57195e-05	-1.1828e-05	-0.00296358	-0.00119512	0.00169514
0.827	-45.5632	-0.000160105	-0.0117118	-0.0225931	0.00549609	0.0235124	0.000788228	0.00301032	-0.00245554	0.000241154	4.78183e-06	0.00073419	0	1.57543e-05	-1.18131e-05	-0.00296101	-0.00119408	0.00169955
0.828	-45.4692	-0.000162537	-0.0120047	-0.0220531	0.00560621	0.0232105	0.000797928	0.00300461	-0.0024477	0.000241306	4.96235e-06	0.000734205	0	1.57881e-05	-1.17985e-05	-0.0029585	-0.00119307	0.00170387
0.829	-45.3772	-0.0001648	-0.0122989	-0.0215246	0.00571532	0.0229192	0.000807415	0.00299901	-0.00244001	0.000241456	5.13919e-06	0.000734219	0	1.58211e-05	-1.1784e-05	-0.00295604	-0.00119207	0.00170811
0.83	-45.287	-0.000166896	-0.0125944	-0.021007	0.00582337	0.0226382	0.000816698	0.00299353	-0.00243247	0.000241601	5.31252e-06	0.000734233	0	1.58532e-05	-1.17697e-05	-0.00295363	-0.0011911	0.00171226
0.831	-45.1985	-0.000168828	-0.0128914	-0.0204998	0.00593037	0.022367	0.000825789	0.00298815	-0.00242509	0.000241744	5.48254e-06	0.000734248	0	1.58846e-05	-1.17556e-05	-0.00295127	-0.00119014	0.00171633
0.832	-45.1117	-0.000170599	-0.0131898	-0.0200024	0.00603628	0.0221054	0.000834697	0.00298287	-0.00241783	0.000241884	5.64942e-06	0.000734262	0	1.59152e-05	-1.17417e-05	-0.00294895	-0.00118921	0.00172032
0.833	-45.0264	-0.000172212	-0.0134897	-0.0195144	0.00614108	0.0218529	0.000843432	0.00297769	-0.00241071	0.000242021	5.81331e-06	0.000734276	0	1.59451e-05	-1.17279e-05	-0.00294667	-0.00118829	0.00172424
0.834	-44.9426	-0.00017367	-0.0137911	-0.0190353	0.00624478	0.0216094	0.000852002	0.00297259	-0.00240371	0.000242155	5.97438e-06	0.00073429	0	1.59743e-05	-1.17143e-05	-0.00294443	-0.00118738	0.0017281
0.835	-44.8602	-0.000174976	-0.014094	-0.0185645	0.00634735	0.0213744	0.000860416	0.00296758	-0.00239683	0.000242287	6.13279e-06	0.000734304	0	1.60029e-05	-1.17008e-05	-0.00294222	-0.00118649	0.00173189
0.836	-44.779	-0.000176136	-0.0143987	-0.0181018	0.00644879	0.0211477	0.000868683	0.00296266	-0.00239005	0.000242417	6.28868e-06	0.000734317	0	1.60309e-05	-1.16875e-05	-0.00294006	-0.00118561	0.00173562
0.837	-44.6992	-0.000177154	-0.014705	-0.0176466	0.0065491	0.020929	0.00087681	0.0029578	-0.00238338	0.000242544	6.44219e-06	0.000734331	0	1.60583e-05	-1.16743e-05	-0.00293792	-0.00118475	0.00173929
0.838	-44.6205	-0.000178033	-0.0150131	-0.0171985	0.00664827	0.0207181	0.000884805	0.00295302	-0.00237681	0.000242669	6.59346e-06	0.000734345	0	1.60852e-05	-1.16612e-05	-0.00293582	-0.0011839	0.00174291
0.839	-44.5429	-0.000178779	-0.015323	-0.0167572	0.0067463	0.0205147	0.000892676	0.00294831	-0.00237033	0.000242793	6.74262e-06	0.000734359	0	1.61116e-05	-1.16482e-05	-0.00293374	-0.00118306	0.00174648
0.84	-44.4663	-0.000179396	-0.0156349	-0.0163223	0.0068432	0.0203186	0.000900429	0.00294367	-0.00236393	0.000242914	6.88981e-06	0.000734372	0	1.61374e-05	-1.16353e-05	-0.0029317	-0.00118224	0.00175
0.841	-44.3907	-0.00017989	-0.0159488	-0.0158933	0.00693896	0.0201295	0.000908073	0.00293908	-0.00235762	0.000243034	7.03515e-06	0.000734386	0	1.61629e-05	-1.16225e-05	-0.00292968	-0.00118142	0.00175348
0.842	-44.316	-0.000180264	-0.0162648	-0.01547	0.0070336	0.0199473	0.000915613	0.00293455	-0.00235138	0.000243151	7.17875e-06	0.000734399	0	1.61879e-05	-1.16098e-05	-0.00292768	-0.00118061	0.00175691
0.843	-44.2422	-0.000180525	-0.016583	-0.015052	0.00712713	0.0197716	0.000923057	0.00293007	-0.00234521	0.000243268	7.32074e-06	0.000734413	0	1.62125e-05	-1.15972e-05	-0.00292571	-0.00117982	0.00176031
0.844	-44.1691	-0.000180677	-0.0169036	-0.0146389	0.00721955	0.0196024	0.00093041	0.00292565	-0.00233911	0.000243383	7.46124e-06	0.000734426	0	1.62367e-05	-1.15847e-05	-0.00292375	-0.00117903	0.00176367
0.845	-44.0967	-0.000180725	-0.0172267	-0.0142304	0.00731087	0.0194394	0.00093768	0.00292127	-0.00233307	0.000243497	7.60036e-06	0.000734439	0	1.62606e-05	-1.15722e-05	-0.00292182	-0.00117824	0.00176699
0.846	-44.0251	-0.000180674	-0.0175523	-0.0138263	0.00740112	0.0192825	0.000944872	0.00291693	-0.00232708	0.000243609	7.7382e-06	0.000734453	0	1.62842e-05	-1.15598e-05	-0.0029199	-0.00117747	0.00177029
0.847	-43.954	-0.00018053	-0.0178806	-0.0134261	0.0074903	0.0191315	0.000951992	0.00291263	-0.00232115	0.00024372	7.87489e-06	0.000734466	0	1.63075e-05	-1.15475e-05	-0.002918	-0.0011767	0.00177356
0.848	-43.8835	-0.000180296	-0.0182119	-0.0130295	0.00757843	0.0189861	0.000959047	0.00290836	-0.00231526	0.000243831	8.01053e-06	0.000734479	0	1.63305e-05	-1.15352e-05	-0.00291612	-0.00117594	0.0017768
0.849	-43.8135	-0.000179977	-0.0185461	-0.0126363	0.00766554	0.0188463	0.000966042	0.00290413	-0.00230941	0.00024394	8.14522e-06	0.000734493	0	1.63532e-05	-1.1523e-05	-0.00291425	-0.00117519	0.00178002
0.85	-43.7439	-0.000179579	-0.0188835	-0.0122461	0.00775164	0.018712	0.000972984	0.00289993	-0.0023036	0.000244048	8.27908e-06	0.000734506	0	1.63757e-05	-1.15108e-05	-0.00291239	-0.00117443	0.00178322
0.851	-43.6747	-0.000179105	-0.0192244	-0.0118586	0.00783675	0.0185828	0.000979878	0.00289575	-0.00229782	0.000244156	8.4122e-06	0.000734519	0	1.63981e-05	-1.14987e-05	-0.00291054	-0.00117369	0.0017864
0.852	-43.6058	-0.00017856	-0.0195687	-0.0114736	0.00792091	0.0184588	0.00098673	0.0028916	-0.00229207	0.000244263	8.5447e-06	0.000734532	0	1.64202e-05	-1.14865e-05	-0.0029087	-0.00117294	0.00178957
0.853	-43.5372	-0.000177949	-0.0199169	-0.0110907	0.00800412	0.0183398	0.000993545	0.00288746	-0.00228634	0.000244369	8.67668e-06	0.000734546	0	1.64422e-05	-1.14745e-05	-0.00290687	-0.0011722	0.00179273
0.854	-43.4689	-0.000177275	-0.020269	-0.0107096	0.00808643	0.0182257	0.00100033	0.00288334	-0.00228063	0.000244475	8.80825e-06	0.000734559	0	1.6464e-05	-1.14624e-05	-0.00290504	-0.00117146	0.00179587
0.855	-43.4007	-0.000176543	-0.0206254	-0.0103301	0.00816787	0.0181163	0.00100709	0.00287923	-0.00227494	0.00024458	8.93951e-06	0.000734572	0	1.64858e-05	-1.14503e-05	-0.00290322	-0.00117073	0.00179901
0.856	-43.3326	-0.000175756	-0.0209862	-0.00995172	0.00824845	0.0180116	0.00101383	0.00287514	-0.00226925	0.000244685	9.07057e-06	0.000734585	0	1.65074e-05	-1.14383e-05	-0.0029014	-0.00116999	0.00180214
0.857	-43.2646	-0.000174919	-0.0213518	-0.00957429	0.00832821	0.0179114	0.00102056	0.00287105	-0.00226357	0.00024479	9.20154e-06	0.000734598	0	1.6529e-05	-1.14262e-05	-0.00289958	-0.00116926	0.00180526
0.858	-43.1965	-0.000174034	-0.0217223	-0.00919745	0.00840719	0.0178157	0.00102728	0.00286696	-0.00225789	0.000244895	9.33254e-06	0.000734611	0	1.65506e-05	-1.14142e-05	-0.00289776	-0.00116852	0.00180839
0.859	-43.1284	-0.000173105	-0.0220983	-0.00882089	0.00848543	0.0177243	0.00103401	0.00286287	-0.0022522	0.000244999	9.46368e-06	0.000734625	0	1.65721e-05	-1.14021e-05	-0.00289594	-0.00116779	0.00181152
0.86	-43.0602	-0.000172136	-0.0224799	-0.00844428	0.00856295	0.0176371	0.00104073	0.00285878	-0.00224651	0.000245104	9.59507e-06	0.000734638	0	1.65937e-05	-1.139e-05	-0.00289412	-0.00116705	0.00181466
0.861	-42.9918	-0.000171129	-0.0228675	-0.00806729	0.00863981	0.0175542	0.00104747	0.00285468	-0.00224079	0.000245208	9.72684e-06	0.000734651	0	1.66153e-05	-1.13779e-05	-0.00289229	-0.00116631	0.00181781
0.862	-42.9232	-0.000170087	-0.0232615	-0.00768957	0.00871604	0.0174753	0.00105423	0.00285057	-0.00223506	0.000245313	9.8591e-06	0.000734664	0	1.6637e-05	-1.13658e-05	-0.00289045	-0.00116557	0.00182096
0.863	-42.8542	-0.000169014	-0.0236624	-0.00731078	0.00879168	0.0174005	0.00106102	0.00284644	-0.0022293	0.000245418	9.992e-06	0.000734677	0	1.66587e-05	-1.13536e-05	-0.00288861	-0.00116483	0.00182414
0.864	-42.7849	-0.000167912	-0.0240705	-0.00693054	0.00886679	0.0173296	0.00106784	0.00284229	-0.00222351	0.000245524	1.01257e-05	0.000734691	0	1.66806e-05	-1.13414e-05	-0.00288676	-0.00116408	0.00182733
0.865	-42.7151	-0.000166782	-0.0244865	-0.00654846	0.00894141	0.0172627	0.00107469	0.00283812	-0.00221768	0.00024563	1.02602e-05	0.000734704	0	1.67026e-05	-1.13292e-05	-0.00288489	-0.00116332	0.00183054
0.866	-42.6447	-0.000165629	-0.0249107	-0.00616416	0.00901559	0.0171996	0.0010816	0.00283392	-0.0022118	0.000245737	1.03958e-05	0.000734717	0	1.67248e-05	-1.13168e-05	-0.00288301	-0.00116256	0.00183377
0.867	-42.5738	-0.000164453	-0.0253438	-0.0057772	0.00908939	0.0171403	0.00108857	0.00282969	-0.00220588	0.000245844	1.05327e-05	0.00073473	0	1.67473e-05	-1.13044e-05	-0.00288112	-0.0011618	0.00183703
0.868	-42.5021	-0.000163258	-0.0257865	-0.00538714	0.00916287	0.0170847	0.00109559	0.00282543	-0.0021999	0.000245952	1.06709e-05	0.000734743	0	1.67699e-05	-1.1292e-05	-0.0028792	-0.00116102	0.00184033
0.869	-42.4297	-0.000162044	-0.0262393	-0.00499351	0.00923609	0.017033	0.0011027	0.00282112	-0.00219385	0.000246062	1.08106e-05	0.000734757	0	1.67929e-05	-1.12794e-05	-0.00287726	-0.00116024	0.00184366
0.87	-42.3564	-0.000160813	-0.0267032	-0.0045958	0.00930912	0.0169849	0.00110989	0.00281676	-0.00218772	0.000246172	1.09521e-05	0.00073477	0	1.68162e-05	-1.12668e-05	-0.00287531	-0.00115945	0.00184703
0.871	-42.2821	-0.000159567	-0.0271788	-0.00419349	0.00938203	0.0169405	0.00111717	0.00281235	-0.00218152	0.000246284	1.10955e-05	0.000734783	0	1.68399e-05	-1.1254e-05	-0.00287332	-0.00115865	0.00185045
0.872	-42.2067	-0.000158308	-0.0276672	-0.003786	0.0094549	0.0168997	0.00112456	0.00280788	-0.00217522	0.000246397	1.1241e-05	0.000734797	0	1.68639e-05	-1.12411e-05	-0.0028713	-0.00115783	0.00185391
0.873	-42.1301	-0.000157037	-0.0281693	-0.00337271	0.0095278	0.0168627	0.00113207	0.00280334	-0.00216883	0.000246512	1.1389e-05	0.00073481	0	1.68885e-05	-1.12281e-05	-0.00286926	-0.001157	0.00185744
0.874	-42.0521	-0.000155754	-0.0286863	-0.00295295	0.00960084	0.0168293	0.00113971	0.00279873	-0.00216232	0.000246628	1.15395e-05	0.000734824	0	1.69135e-05	-1.1215e-05	-0.00286717	-0.00115616	0.00186102
